665,560,490,n,oc
0.629445,0.758216,0.892358,1.6,25
0.716369,0.84508,0.991621,3,43.1
0.737037,0.812814,0.91886,0.9,13.4
0.721136,0.823009,0.928421,2.7,28.6
0.528048,0.659925,0.818091,1,12.2
0.884675,1.043867,1.143301,7.1,67.9
0.660236,0.763834,0.859672,3.9,36.2
0.545247,0.712808,0.895985,1.2,11.1
0.464904,0.583472,0.723835,1,7.4
0.471152,0.584524,0.740494,0.8,6.9
0.562528,0.742158,0.893178,2.9,22.5
0.497461,0.623679,0.742412,1.2,10.9
0.640803,0.754464,0.84093,6.5,78.6
0.428661,0.541832,0.670939,0.7,5.6
0.587552,0.697333,0.808681,2.8,35.2
0.850839,0.939794,1.012658,1.4,13.3
0.709763,0.855448,0.994726,1.4,8.6
0.533519,0.672735,0.777898,1.9,22
0.530808,0.666509,0.834102,0.8,9.9
0.804121,1.027588,1.151051,5,81.9
0.817907,0.950134,1.052054,13.3,120.9
0.612581,0.697211,0.803452,1.1,6.5
0.638133,0.76265,0.898009,2.4,34.6
0.649777,0.744046,0.871546,1.9,15.8
0.563828,0.688254,0.864703,1.6,14.1
0.565195,0.712434,0.917034,1.3,11.9
0.55359,0.627052,0.724423,1.3,13.3
0.598714,0.730075,0.86022,2.6,50.7
0.560003,0.611207,0.72552,0.7,6.5
0.569232,0.742592,0.89534,1.3,11.8
0.535236,0.618516,0.762557,1.3,9.3
0.597114,0.714685,0.889347,2.4,21.5
0.638327,0.780222,0.901474,3.2,27.5
0.475052,0.620683,0.764987,1.4,21
0.680452,0.914824,1.071355,4.1,34.7
0.670972,0.782002,0.876149,2.6,35.3
0.717817,0.826402,0.935266,5.5,100.7
0.54351,0.666854,0.816781,1.4,18
0.602237,0.784476,0.945889,2.6,24.7
0.648688,0.837371,0.979506,1.8,17.1
0.552395,0.815832,0.985825,1.2,9.3
0.500106,0.57042,0.696623,0.7,6.5
0.661368,0.789969,0.922279,3.1,23.7
0.535033,0.71431,0.888623,1.2,12.7
0.814962,0.917665,0.990688,2.9,40.9
0.493445,0.609815,0.737242,3,20.3
0.415661,0.491517,0.59766,2.5,22
0.715299,0.930546,1.066853,2.5,31.6
0.632705,0.845578,0.997282,1.4,18.2
0.744132,0.94322,1.079757,5.7,53.1
0.684047,0.927965,1.08122,4.5,40.2
0.755933,0.885471,1.004558,1.2,9.3
0.787304,0.972417,1.098366,5.4,52.9
0.803813,0.974088,1.07919,6.1,80
0.748024,0.913261,1.015105,3.3,32.4
0.615472,0.863509,1.033347,2.8,27.4
0.913219,1.063394,1.144069,4.3,45
0.64326,0.787497,0.944233,2.7,21.9
0.571518,0.684775,0.840511,2.4,30.3
0.559072,0.70802,0.91131,0.8,5.3
0.577847,0.678284,0.844529,1.3,8.5
0.751112,0.886536,0.983871,1.7,14.6
0.712837,0.903081,1.041382,4.3,40.6
0.435682,0.521828,0.63176,2.4,18.1
0.608631,0.722842,0.859666,1.4,10.8
0.434523,0.570261,0.692212,0.6,109.5
0.522165,0.632424,0.742562,1.1,15.2
0.448428,0.555022,0.719695,1.3,11.5
0.736391,0.828846,0.919095,1,8.1
0.615212,0.700637,0.809316,2.9,20.6
0.561139,0.641512,0.731284,2.1,18.5
0.613621,0.701679,0.794039,2.3,19.6
0.584249,0.685039,0.818023,2.1,16.1
0.531746,0.671889,0.824411,1.5,12.7
0.496199,0.582803,0.685721,0.9,8.2
0.647923,0.777641,0.888695,2.8,24.2
0.59658,0.739705,0.879604,1.3,16.8
0.785975,0.994424,1.120227,4.1,40.8
0.626985,0.759924,0.919394,3.4,41.6
0.682595,0.849748,0.991411,1.3,10.9
0.575875,0.713563,0.882662,0.8,5.2
0.526208,0.651326,0.830328,1,6.1
0.784572,0.910004,1.011513,6.8,60.2
0.570599,0.637819,0.771437,0.9,11.6
0.625304,0.742406,0.87357,2.6,41.7
0.60834,0.74997,0.886712,2.6,36.2
0.615978,0.737813,0.895237,2.1,27.8
0.703196,0.935405,1.075182,3.9,41.5
0.713747,0.896855,1.021558,6.3,78.3
0.713951,0.873179,1.000199,6.2,68.6
0.641076,0.820552,0.970916,2.6,24.3
0.503625,0.603806,0.742196,1.3,12.8
0.751608,0.92727,1.057967,5.1,59.4
0.660514,0.82415,0.964847,2.3,23.5
0.601434,0.802397,0.978969,1.2,10.7
0.514033,0.647085,0.809408,0.6,4.3
0.553811,0.736814,0.907703,1.2,10
0.527396,0.682698,0.857418,1.7,16.2
0.494753,0.555915,0.657191,1.5,11.1
0.717613,0.796088,0.904979,2,17
0.552887,0.776089,0.949444,2.2,17.3
0.575126,0.713771,0.876034,1.3,13.9
0.669929,0.884656,1.037793,4.2,42.6
0.573288,0.720545,0.900871,1.8,15.4
1.045099,1.168268,1.228636,4.8,99.1
1.029787,1.21328,1.326492,6,107.7
0.895774,1.069936,1.221807,6.1,93.1
1.081619,1.215828,1.308713,6.4,106.4
0.386211,0.511228,0.648239,1,17.9
0.818708,0.927552,0.996288,4.4,47.8
0.917843,1.126115,1.280367,5.2,76
0.990636,1.195136,1.32214,5.7,76.7
0.676833,0.847272,1.027493,3.7,53.2
0.869369,0.907775,0.981053,5.1,66.2
1.251753,1.413413,1.469186,11.7,188.3
1.021464,1.208031,1.315331,4.3,57.6
0.900834,1.128135,1.296985,5.1,68.8
0.732178,0.956355,1.153663,5.1,65.2
1.109119,1.298186,1.396559,7.3,85.4
1.106949,1.328323,1.413734,7,110.9
0.810105,0.998043,1.162079,2.4,29.8
0.569838,0.733074,0.978023,2.9,29.6
0.900336,1.118953,1.287325,7.8,93.5
1.08121,1.250631,1.352372,5.6,70.2
1.165731,1.3339,1.419696,8.9,104.7
0.941162,1.120881,1.246167,5.2,55.3
0.976318,1.185406,1.35974,7.2,107.8
1.039071,1.320385,1.475033,9.6,132.6
1.293657,1.43782,1.507754,9.3,128.1
0.994916,1.216541,1.372417,9.5,106.6
1.115393,1.267433,1.351834,6,102.6
0.611561,0.744616,0.867011,3.9,34.3
0.570719,0.703222,0.876079,2.9,25.8
0.781036,0.900746,0.992156,5.4,54.1
0.893926,0.998676,1.078135,5.5,69.7
0.759404,0.870985,0.945618,4.8,61.7
0.734631,0.858999,0.977952,11.4,141.8
0.772522,0.906679,1.032268,8.8,93.9
0.610231,0.742138,0.904299,5.7,52.2
0.547686,0.66686,0.776496,4.7,59.1
0.539123,0.66045,0.750687,4.5,103.5
0.416103,0.516031,0.648241,1.6,39.2
0.369403,0.46547,0.629549,1,7.7
0.565181,0.71772,0.894455,3.6,37.8
0.66167,0.804585,0.914629,3,35.2
0.731175,0.850689,0.937851,9.4,96.4
0.667463,0.793729,0.915685,2.5,27.8
0.598943,0.73428,0.858013,4.6,56.3
0.61496,0.727786,0.853325,1.4,11.7
0.64093,0.800233,0.978569,1.5,12.8
0.593551,0.718043,0.870514,1.2,11.1
0.664217,0.801274,0.931787,3.4,42.2
0.727435,0.914996,1.075534,3.5,31.9
0.608424,0.737031,0.874651,4,49.4
0.643698,0.767597,0.8984,4.2,50.3
0.9315,1.052698,1.115119,3.3,68.9
0.663071,0.872586,1.029978,5.3,92.3
0.817064,1.006076,1.139016,5.7,103.3
0.851344,1.010961,1.117529,3.8,54.4
0.760324,0.939131,1.09055,7.4,78.8
0.696763,0.827712,0.98379,3.2,29.8
0.617921,0.791995,0.930173,6,55.8
0.572883,0.755567,0.906516,3.7,48.1
0.895861,1.040683,1.112825,14.1,229.4
0.722855,0.901552,1.058376,4.1,55.6
0.601015,0.804123,0.982246,3.2,38.5
0.718325,0.858234,0.995453,3.7,31.2
0.780601,0.901373,1.018842,3.4,46.3
0.780631,0.920974,1.047391,7.1,81
0.806461,0.929385,1.042542,3.3,44.2
0.758563,0.943443,1.062423,2.7,28
0.911829,1.057893,1.145441,6,66.1
0.672337,0.797763,0.937903,3.1,29.3
0.675769,0.847794,0.989972,3.8,36.2
0.605421,0.731619,0.875612,5.8,56.6
0.730955,0.874538,0.990569,6.1,56.8
0.698922,0.850136,0.970803,5.1,44.9
0.711411,0.938193,1.067975,3.8,31.9
0.667526,0.837917,0.992502,5.1,65.2
0.763536,0.913766,1.030307,7.4,76.4
0.775066,0.907844,0.986117,3.9,63.5
0.627542,0.769653,0.918046,2.3,18.5
0.693192,0.837274,0.978613,3.9,42.2
0.754625,0.891891,0.988457,4.6,47.8
0.700421,0.838955,0.944544,3.1,56.4
0.780714,1.021493,1.199533,5.2,56
0.809545,0.942131,1.044384,7.5,104.7
0.650453,0.822737,0.974625,2.7,42.4
0.521956,0.639838,0.809424,2,20.5
0.775054,0.89774,1.008525,6.2,78.5
0.76067,0.874761,0.979199,4.8,43.2
0.617894,0.765586,0.903606,3.5,24.4
0.564037,0.768974,0.937443,4.5,51.1
0.883266,1.157673,1.286478,5.6,83.3
0.630288,0.766179,0.878357,3.7,34
0.580375,0.731105,0.874187,2.1,16.6
0.84719,0.975499,1.085056,9.7,142.6
0.738383,0.89023,1.023935,4.6,49.8
0.750282,0.909228,1.021324,4.1,57.5
0.606003,0.771068,0.960067,2.9,37.6
0.895308,1.031945,1.12275,16.9,198.8
0.641086,0.807314,0.959743,3.9,39.1
0.574163,0.705525,0.870213,4.1,39.9
0.538159,0.685582,0.860174,4.8,47.4
1.050324,1.134035,1.183627,11.2,209.7
0.652925,0.789133,0.916759,2.2,30.1
0.543614,0.680825,0.829635,2.7,32.8
0.645253,0.780418,0.909144,4.4,38.8
0.689103,0.814403,0.959366,4.4,53.6
0.58055,0.750209,0.953234,2.3,22.4
0.688186,0.847668,0.966668,1.4,13.9
0.726665,0.901464,1.027615,6.3,72.3
0.876355,1.046436,1.136824,5.8,103.1
0.771603,0.911108,1.017625,2.7,30.3
0.743576,0.885974,1.020459,5.8,62.9
0.791347,0.945391,1.080171,8.3,95.3
0.811946,0.941053,1.022888,5.9,79.4
0.913356,1.043984,1.118668,6.6,68.4
0.635772,0.781112,0.934394,5.1,50.2
0.678171,0.81725,0.941096,6.7,56.4
0.644837,0.783867,0.922343,4.4,37.9
0.821595,0.97004,1.059347,7.1,75.8
0.726761,0.844243,0.963168,5,54
0.574214,0.726712,0.878047,1.1,8.9
0.554355,0.664532,0.783462,0.4,3.1
0.612865,0.72206,0.832568,0.6,4.5
0.616019,0.736681,0.893773,1.1,7.3
0.651064,0.899764,1.111065,1.2,10.3
0.68,0.914969,1.124334,1.1,8.1
0.585152,0.746453,0.944076,0.7,4.6
0.633279,0.784508,0.93611,0.9,6.4
0.63136,0.807107,0.98289,0.4,2.7
0.700447,0.886124,1.059757,0.6,3.9
0.610188,0.726243,0.878958,0.5,1.8
0.635363,0.753323,0.894416,0.4,2.8
0.569817,0.743759,0.911994,0.3,2.5
0.55638,0.693365,0.849167,0.7,5.4
0.480616,0.698479,0.900784,0.6,3.5
0.511545,0.739347,0.939445,0.5,2.8
0.739085,0.957057,1.111876,0.7,5.1
0.608212,0.756232,0.947407,1.8,12.8
0.651133,0.809201,0.99368,0.8,4.9
0.652493,0.793866,0.944372,0.6,4.3
0.588127,0.757208,0.934001,0.4,2.7
0.559585,0.744625,0.920543,0.7,6.6
0.566352,0.705849,0.865105,0.6,4.9
0.518398,0.687894,0.859882,0.8,5.6
0.487091,0.652668,0.817604,0.3,2.1
0.66527,0.906144,1.078086,0.7,4.6
0.644808,0.833341,0.993772,1.2,10.2
0.624179,0.773182,0.92934,1.4,7
0.489866,0.662878,0.826174,0.5,4.7
0.536972,0.66931,0.809513,0.6,3.7
0.568391,0.675935,0.828172,1.4,9.7
0.520628,0.649913,0.794337,0.9,6.5
0.407234,0.496505,0.633511,0.5,2.6
0.528275,0.681856,0.830683,2.1,16.1
0.464335,0.567229,0.698428,1.9,12.2
0.379223,0.451727,0.53442,1.5,12.6
0.580904,0.776671,0.945272,1.5,12.7
0.451838,0.546488,0.642178,1.7,12.3
0.404587,0.482304,0.572057,1.2,12.2
0.57054,0.777371,0.959865,1.5,12.7
0.400226,0.467142,0.583165,1.2,4.6
0.423806,0.504917,0.605057,1.5,12.4
0.51461,0.649648,0.836199,0.8,4.9
0.589429,0.767279,0.960467,1,6.6
0.555508,0.710608,0.909466,0.9,5.7
0.39461,0.498206,0.66492,0.9,4.8
0.557319,0.683642,0.863138,1.2,7.9
0.647906,0.815212,0.965488,1.1,8.4
0.631224,0.766681,0.91807,0.9,5.7
0.602798,0.756703,0.929144,0.7,4.5
0.577532,0.678637,0.804274,1.3,9.3
0.565739,0.703497,0.875211,1.1,9
0.740386,0.926185,1.068151,1.1,7.5
0.624623,0.795858,0.958269,1.9,13.2
0.58169,0.734556,0.887756,1.7,16.4
0.61442,0.815098,1.012057,1,8.3
0.592138,0.836023,1.030179,2.2,16.3
0.585595,0.78797,0.971759,2,12.9
0.512114,0.630586,0.755072,1.9,22.9
0.61993,0.807948,0.996484,0.9,7.6
0.636825,0.809897,0.998238,0.9,8.2
0.367303,0.467331,0.594821,1.4,5.6
0.670025,0.82875,0.992573,0.8,5.1
0.618235,0.737475,0.890183,1.1,10.2
0.594152,0.751518,0.953091,0.9,6.1
0.530852,0.69083,0.884314,1,7
0.548432,0.637654,0.796091,1.2,9.2
0.550694,0.670801,0.841769,1.4,10.9
0.613186,0.771471,0.953262,1.5,18.2
0.511266,0.692591,0.864681,1,7.6
0.458263,0.562032,0.744707,1,6.4
0.49333,0.605999,0.745794,0.6,4.6
0.446496,0.568944,0.757302,0.7,4.7
0.547976,0.697761,0.902791,0.8,5.3
0.715122,0.89738,1.065289,0.9,7.1
0.614585,0.716888,0.900847,1.3,10.7
0.501127,0.600464,0.787655,1.2,8.5
0.510816,0.645847,0.851161,0.9,4.5
0.704137,0.875953,1.037167,1.1,8.2
0.458837,0.57358,0.759489,0.9,7.4
0.435817,0.586885,0.768553,0.6,3.8
0.55953,0.682247,0.852183,1.5,11.2
0.478011,0.579704,0.750245,1.6,9.9
0.444944,0.549028,0.754959,0.9,4.9
0.539665,0.649168,0.829245,1.4,10
0.574647,0.694192,0.879042,1.1,7.1
0.583776,0.70653,0.91012,1.1,5.1
0.566253,0.714013,0.911797,1.3,8.2
0.480927,0.611121,0.800943,1.1,6.2
0.581402,0.732138,0.945574,0.6,1.4
0.527628,0.679233,0.872984,1,6
0.590452,0.713356,0.887256,1.1,4.5
0.552154,0.68192,0.896579,1.2,7.3
0.45067,0.568227,0.777362,1.6,10.3
0.54701,0.697563,0.901102,0.7,4.2
0.495707,0.622239,0.816435,1.3,8.1
0.547503,0.695073,0.878846,1.1,7.3
0.522289,0.633713,0.816796,1.6,11.1
0.512157,0.639774,0.88942,1.3,6.2
0.487942,0.614036,0.847763,1.2,6.8
0.436067,0.567239,0.800736,1.2,8.9
0.559644,0.693042,0.920129,0.9,4.7
0.504737,0.653374,0.90513,0.9,5.8
0.507869,0.633276,0.845015,0.7,4.6
0.502199,0.642188,0.814257,0.8,6.9
0.520906,0.714587,0.92953,0.7,4.7
0.508948,0.698378,0.90341,1.6,15.8
0.731462,0.829534,0.972607,1,11.8
0.5564,0.703516,0.86808,0.7,4.7
0.499505,0.688225,0.87678,0.6,4.1
0.541188,0.729341,0.978604,0.7,3.6
0.463454,0.606415,0.812619,1.7,10.6
0.477518,0.603169,0.806965,1,7.3
0.621604,0.835037,1.019402,3.9,50
0.566358,0.713764,0.920331,1.5,10.8
0.612253,0.79832,0.991474,0.8,5.3
0.559178,0.699146,0.916683,1,7.3
0.511569,0.679212,0.898755,1,10.1
0.526174,0.677675,0.893173,1.1,7
0.472115,0.617015,0.850886,1.2,9.2
0.508253,0.675627,0.898415,0.7,4.3
0.543402,0.68646,0.897787,1.1,7.7
0.555799,0.697191,0.90818,1.2,8
0.519289,0.674429,0.866552,1.1,9
0.464175,0.652479,0.818303,1.4,14.8
0.481301,0.648965,0.821433,1.4,13.3
0.771826,0.869792,0.991795,2.3,44.4
0.526047,0.744847,0.919183,1.1,10
0.622535,0.707698,0.827118,1.8,16
0.628171,0.692648,0.760326,1.8,15.6
0.772702,0.914118,1.015162,9.9,91.4
0.509516,0.61142,0.736959,1.8,17.3
0.600353,0.75423,0.891679,1,7
0.526448,0.618013,0.754817,1.7,13.9
0.422716,0.492114,0.600448,1.8,19
0.784243,0.908951,1.017716,2.9,25.2
0.473929,0.604666,0.774709,1.9,15.5
0.600496,0.752698,0.903271,2.4,20
0.532456,0.631902,0.733888,1.1,15.9
0.426059,0.518609,0.658576,1.4,47.8
0.476039,0.564126,0.678694,2.5,35.2
0.451133,0.577099,0.709734,1.5,16.6
0.707239,0.914444,1.063732,3.6,56.3
0.385648,0.487207,0.622858,1.9,38.4
0.710814,0.930607,1.101797,3.6,35.5
0.675348,0.918676,1.07943,3.8,62
0.77282,0.905682,0.973728,2.8,40.4
0.606617,0.775074,0.89319,2.6,31.5
0.555629,0.65695,0.800553,1.3,12.6
0.536249,0.668496,0.821858,1.3,13.8
0.65424,0.81458,0.945312,1.9,30
0.408183,0.562201,0.722594,1.7,14.7
0.551091,0.647157,0.755089,1.8,17.9
0.62911,0.786332,0.947699,1.3,11.1
0.449979,0.611346,0.787187,1.3,11.8
0.625609,0.75596,0.899814,2,16.9
0.542138,0.675586,0.81576,2.2,21.3
0.526437,0.701634,0.862035,0.7,7.1
0.572627,0.743608,0.91839,2.4,28
0.631754,0.809691,0.988055,1.1,11.5
0.556356,0.748347,0.936358,1.3,8.8
0.527115,0.631505,0.757219,1.5,13.7
0.405134,0.462923,0.539118,1.6,15.8
0.393449,0.484399,0.591479,2,19.3
0.422247,0.526196,0.642995,1.5,8.4
0.617285,0.747576,0.893247,2.1,27.9
0.517508,0.613778,0.745862,1.8,18.6
0.41428,0.499862,0.604044,1.6,12.4
0.472383,0.624572,0.789096,0.8,10.6
0.418534,0.559719,0.760574,0.6,4.5
0.601315,0.723413,0.902845,1.3,9.9
0.593346,0.724663,0.920035,1.5,9.6
0.409548,0.545722,0.753369,1.6,11
0.514587,0.679493,0.88939,1,5.4
0.571646,0.779394,0.936672,0.3,2.1
0.68315,0.800725,0.915582,1.5,11
0.562448,0.754861,0.944498,0.9,6.2
0.522706,0.72276,0.897758,1,7.1
0.430435,0.569403,0.713515,2.4,21.2
0.533209,0.715553,0.919955,0.7,6.5
0.469078,0.631375,0.850305,0.8,5
0.490917,0.66147,0.883963,0.9,4.6
0.450651,0.599524,0.825878,0.8,2.1
0.498846,0.64011,0.83145,2.3,17.7
0.679299,0.86889,1.018346,1.4,14.4
0.622083,0.767118,0.883597,1.5,9.7
0.538902,0.655577,0.76979,3.4,53.8
0.460002,0.534391,0.641038,1.7,18.9
0.332676,0.397785,0.495955,1.9,17.8
0.388815,0.471999,0.589322,2.3,25.8
0.341419,0.414947,0.532913,1.4,9.7
0.553529,0.636707,0.741687,1.7,12.3
0.459856,0.542856,0.658621,2,27.8
0.50032,0.589323,0.724167,1.9,19.4
0.383945,0.465112,0.600158,1.8,19.9
0.601804,0.694404,0.805984,1.3,15.6
0.587965,0.682685,0.817811,0.9,13.3
0.586447,0.764179,0.914567,1.3,9.9
0.620888,0.740767,0.878558,1.3,10.8
0.468735,0.571804,0.694416,1.6,24
0.549305,0.641959,0.748095,1.5,8.3
0.63686,0.768526,0.950736,0.8,7
0.596265,0.719307,0.869718,1.1,9.4
0.455959,0.549122,0.6623,1.6,6.3
0.420143,0.50896,0.632267,1.1,18.8
0.358041,0.48101,0.607988,0.3,2.5
0.373425,0.501978,0.668118,0.6,0.8
0.621918,0.727617,0.84088,2.3,21.7
0.546098,0.670088,0.812155,1.7,26.8
0.618193,0.747886,0.897259,1,11.7
0.517384,0.654408,0.8184,0.7,5.6
0.504217,0.642802,0.757149,1.3,14.1
0.550934,0.774822,0.952008,0.7,5.6
0.48423,0.614334,0.761591,1,5.8
0.622175,0.722408,0.819817,2.1,10.9
0.45218,0.589678,0.779738,1.2,9.2
0.75002,0.957803,1.086146,5.6,63.1
0.523202,0.615276,0.771182,1.1,8.3
0.696956,0.892652,1.033411,2.3,23.2
0.494266,0.611423,0.725775,2.9,11.3
0.368906,0.469274,0.5836,0.9,9.5
0.593293,0.698353,0.818832,3.1,31.3
0.505995,0.609956,0.736094,3.2,31.3
0.395784,0.54203,0.767074,1.2,8.3
0.560998,0.697817,0.83489,2.4,35.3
0.542079,0.705956,0.893679,1.2,9.6
0.534867,0.688023,0.851861,1.2,12
0.532457,0.788149,0.983178,1.1,13.5
0.506567,0.658953,0.820788,1,11.5
0.511401,0.704165,0.830847,1.6,13.9
0.596244,0.7273,0.81109,3.3,39.3
0.654279,0.778146,0.887631,5.7,56.6
0.504896,0.674981,0.857517,1.3,16.5
0.382387,0.474247,0.58486,2,19.7
0.535061,0.664932,0.797427,1.6,17.1
0.539899,0.664144,0.79518,2.1,24.1
0.474198,0.564853,0.681602,2.3,23.6
0.632556,0.727669,0.826473,2.4,17.2
0.441951,0.557829,0.715657,1.6,11.5
0.523491,0.677299,0.812118,1.6,8.2
0.577306,0.704035,0.844982,1.6,8.1
0.652568,0.771499,0.899693,3.2,27.2
0.561558,0.691266,0.825016,2.4,15.6
0.443713,0.563481,0.719521,2.3,21.6
0.538768,0.671075,0.817128,2.1,18.7
0.722287,0.903764,1.043849,6,57.8
0.454694,0.59711,0.776269,1.6,11.7
0.578334,0.707666,0.840533,5.7,51.3
0.484634,0.613828,0.78053,3.1,32
0.590942,0.698231,0.84126,2.3,26.8
0.526937,0.679777,0.837226,1.9,20
0.512364,0.64517,0.792734,3.4,34.1
0.547572,0.670149,0.810152,3.3,27.5
0.547903,0.681035,0.814426,2.3,12.1
0.608427,0.73765,0.859838,4.2,33.3
0.63653,0.775012,0.899653,5.5,52.7
0.613218,0.742175,0.867699,3.8,38.8
0.633427,0.788811,0.941276,0.6,5.1
0.475106,0.574101,0.702437,2.5,25.8
0.488752,0.632252,0.80812,1.7,7.4
0.485397,0.664836,0.816694,2.4,19
0.537832,0.679776,0.818189,3.8,27.1
0.539464,0.677062,0.815215,3.9,29.3
0.523444,0.677366,0.830218,2.1,22.1
0.51051,0.710811,0.855025,0.6,4.8
0.411534,0.47649,0.558236,1.4,14.8
0.533698,0.696893,0.856654,1.1,39.1
0.582506,0.789835,0.93756,1.3,11.7
0.40835,0.474532,0.580586,1.3,9.3
0.439591,0.654995,0.832078,1,20.9
0.317495,0.377262,0.475996,1,28.3
0.40219,0.47137,0.588313,0.7,7.8
0.423662,0.503881,0.610571,1.4,22.3
0.398265,0.489483,0.619575,0.9,12.1
0.512828,0.596678,0.710071,0.8,7.2
0.574889,0.742384,0.88114,0.6,4.9
0.538004,0.699612,0.837669,1,24.8
0.591406,0.693104,0.819296,0.9,10.3
0.661254,0.86639,1.016234,2.1,59.5
0.623627,0.772016,0.911609,1,31.4
0.548491,0.710235,0.85379,1.6,36.5
0.488238,0.563534,0.661802,1.2,3.4
0.408794,0.510474,0.639862,1,20.7
0.469303,0.550013,0.62426,1.5,1.7
0.585546,0.786059,0.926152,1.2,3.3
0.432258,0.527584,0.625659,0.8,3.3
0.456316,0.550432,0.667695,0.9,16.5
0.439283,0.509184,0.615732,1.1,16.4
0.372349,0.515315,0.657865,0.7,3.3
0.58526,0.663093,0.760732,0.8,12.8
0.451317,0.534947,0.685474,0.8,6.1
0.598578,0.749586,0.887629,0.9,14.7
0.615147,0.800904,0.951748,0.9,5.2
0.420975,0.543252,0.66747,2,23.6
0.36527,0.438148,0.530943,0.7,11.1
0.47496,0.590341,0.746291,0.7,3.7
0.41975,0.513621,0.67498,0.8,10.1
0.632079,0.874424,1.0155,1.2,8.7
0.495708,0.599655,0.715355,0.7,8.3
0.393261,0.464371,0.562441,0.9,7.9
0.379367,0.448051,0.537315,0.8,10.4
0.530715,0.618061,0.723586,0.8,11.2
0.450885,0.624914,0.790321,1.3,9.9
0.367564,0.513827,0.664182,0.8,13.9
0.500742,0.655466,0.8035,0.9,8.6
0.518682,0.658076,0.813479,0.7,5.1
0.490663,0.626909,0.753879,1.7,79.1
0.564624,0.697284,0.820179,1.6,13.1
0.588086,0.733631,0.863478,1.3,9.6
0.44694,0.560996,0.689986,0.7,0.8
0.486092,0.628426,0.776953,1.2,7
0.533432,0.662093,0.801502,1.7,9.3
0.488664,0.618043,0.75996,1.9,19.4
0.444031,0.571327,0.734652,0.4,2.7
0.496569,0.602309,0.757292,1,11
0.316662,0.497395,0.600954,0.6,19.3
0.40672,0.517093,0.683932,1,12.2
0.5286,0.68011,0.81137,1.6,40.8
0.5558,0.733968,0.898628,1.2,16.2
0.447313,0.59559,0.761169,1.1,13.5
0.423415,0.564853,0.713995,1.4,6.5
0.439056,0.580952,0.732448,0.9,9.4
0.4983,0.630622,0.798058,1.3,7.6
0.661174,0.773147,0.903788,2.9,9.2
0.542207,0.706556,0.856999,0.8,18.4
0.560486,0.788974,0.96385,0.7,4.9
0.585178,0.768214,0.914735,1.8,23
0.409488,0.554045,0.722067,0.6,3.5
0.586691,0.730327,0.855844,1.6,14.7
0.43793,0.641835,0.822315,0.7,4.8
0.549468,0.769135,0.899098,0.6,1.8
0.709679,0.873495,1.003998,5.1,42.3
0.507275,0.686396,0.834048,1.9,11.4
0.414578,0.584994,0.747898,0.5,6.1
0.620985,0.867669,1.027152,1.1,6.1
0.503706,0.657678,0.802682,1.7,18
0.519923,0.696907,0.855926,1.5,37.2
0.450527,0.629273,0.794365,0.7,11
0.513292,0.69444,0.845518,1.3,16.5
0.579508,0.683946,0.805353,1,12.9
0.344811,0.417187,0.529058,0.9,9
0.525413,0.58843,0.692054,1,3.4
0.447893,0.572801,0.704064,1,16.7
0.539235,0.645439,0.760434,1.4,12
0.588029,0.824633,0.988497,1.6,19.1
0.503204,0.638109,0.764836,1.7,14.5
0.521572,0.652757,0.761572,0.9,3.9
0.491826,0.681559,0.841539,1.1,11.2
0.474607,0.598666,0.74462,1.6,16.3
0.509863,0.631497,0.729786,1.3,2.3
0.468331,0.523395,0.628555,0.8,0.5
0.50014,0.64109,0.773749,1.4,14.1
0.486417,0.571238,0.652468,1.1,12.7
0.702679,0.780726,0.852982,1.2,8.1
0.585298,0.684786,0.844612,2.5,21.8
0.559783,0.698103,0.836643,4.2,47.9
0.634018,0.729072,0.821864,2.8,23.6
0.557968,0.768516,0.91088,0.8,10.2
0.656901,0.830756,0.961904,2.9,7.7
0.487072,0.596107,0.694957,1.7,16.1
0.665347,0.9044,1.055839,0.9,7.5
0.529872,0.737528,0.889907,1.2,4.8
0.664629,0.897276,1.048452,0.9,10.4
0.681718,0.827231,0.955919,2.6,35.6
0.519714,0.668802,0.813297,2.7,26.4
0.623474,0.864691,1.035705,1.4,12.2
0.563973,0.807272,0.988872,1.3,4.1
0.634061,0.887172,1.055848,1.1,10
0.651319,0.861359,1.022315,1.8,12.9
0.761147,0.921333,1.048735,6.9,108.2
0.670216,0.87392,1.036258,2.3,20.7
0.682071,0.877186,1.036634,3.2,28.8
0.464328,0.602165,0.772825,1.3,4.4
0.648873,0.829185,0.98891,1.1,3.8
0.661044,0.866882,0.978443,2.3,20.1
0.676394,1.006222,1.156591,2.2,19.4
0.462982,0.587512,0.7328,1,17.8
0.582788,0.732424,0.879111,1.8,31.6
0.482871,0.651223,0.739101,0.7,11.9
0.645083,0.922801,1.085752,1.7,14.3
0.608428,0.716394,0.831229,1.2,14.8
0.597837,0.733165,0.860311,1.1,12.2
0.379328,0.473812,0.565718,1.5,27.8
0.598094,0.675438,0.777694,1.1,14.2
0.652422,0.812001,0.971249,3.3,29.7
0.520489,0.599705,0.693151,1.4,15.7
0.611596,0.693151,0.781895,2.2,16.4
0.515841,0.622346,0.731037,3,33.4
0.527639,0.724917,0.910906,0.9,7.3
0.552455,0.621736,0.696867,1.3,14.7
0.657843,0.901216,1.061534,1.1,9.7
0.537211,0.613478,0.745818,1.1,7.2
0.606565,0.765482,0.935701,0.9,6.6
0.472231,0.58155,0.73742,1.2,11.7
