665,560,490,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,clay,sand,silt,oc
0.616605,0.797042,0.894812,5.5,5.79,14.47,0,9.8,3.6,160.8,719,E20,U111,1,15.0,33.0,52.0,32.6
0.618663,0.7359,0.863893,3.9,4.29,9.88,0,9.8,3.3,81.3,992,C33,U120,1,11.0,54.0,35.0,44.4
0.756557,0.876366,0.953408,4.0,4.51,18.79,0,14.6,5.3,181.2,855,C33,U120,1,5.0,69.0,26.0,72.2
0.896647,0.967862,1.031626,6.5,6.71,49.1,13,8.8,5.6,162.9,1029,C21,U120,1,14.0,32.0,54.0,116.8
0.702717,0.825409,0.931425,6.0,6.17,54.3,1,0.0,5.6,71.1,960,C10,U120,1,33.0,12.0,55.0,69.3
1.128834,1.288378,1.31873,4.0,4.61,41.7,0,93.9,20.3,100.0,897,C31,U120,1,1.0,85.0,14.0,399.2
0.704892,0.825633,0.935115,3.8,4.4,11.19,1,21.0,4.1,70.5,1369,C21,U120,1,11.0,31.0,58.0,58.0
0.590665,0.684717,0.735892,3.7,4.29,45.9,0,102.5,6.9,79.1,1452,C21,U120,1,5.0,52.0,43.0,127.4
0.661983,0.784526,0.902978,3.5,4.13,10.67,0,23.2,5.6,50.3,1307,C21,U120,1,17.0,22.0,61.0,71.5
0.815502,0.922067,1.005399,6.0,6.22,117.7,1,8.9,11.0,47.9,1158,C21,U120,1,13.0,30.0,57.0,128.0
0.635247,0.744492,0.855064,4.9,5.28,45.9,0,6.8,2.7,83.8,1090,C31,U120,1,17.0,33.0,49.0,31.1
0.599525,0.711884,0.824576,3.6,4.23,11.99,0,13.3,4.4,68.4,1330,C21,U120,1,20.0,40.0,40.0,67.8
0.575798,0.693369,0.837192,5.1,5.46,25.3,0,20.9,3.7,80.8,1065,E20,U111,1,19.0,19.0,62.0,29.4
0.671116,0.788568,0.89917,4.0,4.41,29.3,0,23.9,3.9,96.2,1249,C31,U120,1,7.0,53.0,39.0,62.6
0.726597,0.845112,0.993196,6.5,6.7,52.6,32,0.0,3.0,33.4,1330,C21,U120,1,7.0,48.0,45.0,45.6
0.74885,0.8804,0.989961,3.6,4.15,23.8,0,35.8,4.8,20.9,1391,C21,U120,1,9.0,52.0,39.0,87.9
0.751481,0.920565,1.036097,4.0,4.32,67.3,1,29.7,5.4,30.7,1483,E20,U111,1,9.0,43.0,49.0,95.7
0.591723,0.712381,0.870327,4.5,5.0,19.66,0,8.4,3.4,55.4,1387,C21,U120,1,21.0,24.0,55.0,40.6
0.690579,0.832914,0.975372,3.6,4.34,19.01,0,24.9,6.3,45.0,1295,C21,U120,1,9.0,47.0,44.0,123.7
0.904289,1.024323,1.089173,3.1,3.83,38.1,0,66.2,10.3,100.2,1490,C21,U120,1,7.0,53.0,40.0,194.6
0.917321,1.04496,1.121328,3.9,4.28,68.6,0,49.0,9.1,33.6,1367,C21,U120,2,6.0,53.0,41.0,129.6
0.715899,0.851813,0.98279,4.1,4.58,31.9,0,26.3,4.4,151.1,1000,C21,U120,1,9.0,43.0,48.0,56.3
0.761497,0.919685,1.057966,4.1,4.63,42.3,0,29.1,6.9,33.6,1302,C21,U120,1,8.0,45.0,47.0,100.3
0.867324,1.003264,1.095102,3.3,3.91,44.4,0,35.2,7.3,45.4,1348,C21,U120,1,8.0,42.0,50.0,124.6
0.596291,0.710261,0.866578,4.9,5.53,11.57,0,10.6,3.1,29.0,1090,B14,U111,1,10.0,40.0,50.0,30.9
0.5122,0.623492,0.765805,4.6,5.09,22.6,1,11.5,2.4,168.7,627,E20,U111,1,23.0,22.0,55.0,18.4
0.496457,0.619134,0.790405,5.2,5.68,21.7,0,42.0,1.9,95.6,509,B32,U111,1,27.0,28.0,45.0,13.8
0.639964,0.757272,0.85393,3.5,3.88,36.8,1,44.1,5.6,46.3,390,C31,U120,1,18.0,19.0,63.0,80.6
0.607084,0.72029,0.872678,4.9,5.16,49.2,1,13.0,4.1,182.5,422,D20,U120,2,30.0,13.0,57.0,36.5
0.635779,0.751778,0.877376,5.3,5.78,38.5,3,0.0,4.5,65.2,680,C31,U120,1,27.0,7.0,67.0,54.0
0.653113,0.774702,0.891771,3.8,4.13,14.56,0,27.0,3.5,75.1,1076,C21,U120,4,17.0,33.0,50.0,52.1
0.706932,0.797153,0.88282,4.4,4.83,64.8,1,21.4,4.7,69.3,834,C31,U120,3,14.0,35.0,52.0,57.6
0.654534,0.752067,0.824953,7.1,7.34,53.7,377,11.3,5.3,85.0,1133,C31,U120,2,8.0,38.0,54.0,115.1
0.488559,0.600721,0.745178,5.9,6.15,20.8,1,69.7,2.4,146.5,308,B55,U111,1,31.0,12.0,57.0,17.9
0.540685,0.630382,0.773093,7.5,8.02,14.87,135,8.4,1.4,49.8,236,B51,U111,2,31.0,14.0,55.0,13.6
0.558784,0.678541,0.829367,7.4,8.0,19.36,65,60.7,1.6,331.1,352,B82,U111,1,16.0,50.0,34.0,15.7
0.621719,0.744701,0.892434,6.4,6.84,45.5,3,0.0,3.8,124.7,567,C31,U120,2,28.0,16.0,56.0,44.1
0.664348,0.739359,0.817768,7.3,7.93,12.08,53,0.0,0.6,45.3,3,E30,U420,1,2.0,93.0,5.0,6.4
0.601297,0.709674,0.82426,5.4,6.06,11.0,0,82.6,1.6,261.9,26,C10,U420,1,15.0,40.0,45.0,15.0
0.546149,0.657492,0.794886,6.3,6.69,20.3,0,93.9,1.1,275.5,22,B21,U111,1,15.0,43.0,42.0,8.6
0.689925,0.812355,0.914944,6.0,6.33,41.1,0,113.5,3.1,497.6,9,E30,U420,1,14.0,31.0,55.0,27.2
0.598637,0.716663,0.846871,5.7,6.11,25.8,0,112.7,1.1,342.8,30,F40,U112,1,12.0,55.0,32.0,9.2
0.799738,0.91864,0.981385,3.4,3.8,14.52,0,24.6,2.0,35.3,12,C10,U120,1,5.0,68.0,27.0,27.6
0.636121,0.742691,0.850423,6.9,7.08,13.76,6,102.9,0.9,124.9,17,B23,U111,1,11.0,63.0,26.0,8.6
0.648791,0.775997,0.886084,5.0,5.61,19.42,0,62.2,1.3,79.0,0,B16,U111,1,13.0,53.0,34.0,12.0
0.547685,0.659009,0.788756,6.1,6.36,46.5,0,134.4,1.3,391.2,35,B43,U111,1,14.0,47.0,38.0,10.1
0.64159,0.755777,0.871969,6.2,6.6,16.91,0,109.9,1.4,184.5,23,B41,U111,1,16.0,46.0,38.0,10.8
0.65888,0.750916,0.845269,7.2,7.63,20.8,32,91.8,1.9,293.0,-1,B16,U111,1,22.0,37.0,41.0,15.7
0.61622,0.69211,0.780848,7.3,7.79,24.2,44,21.2,2.3,611.8,0,B11,U111,1,39.0,14.0,47.0,19.2
0.562557,0.634448,0.723002,7.4,7.91,22.4,246,20.6,2.1,399.7,1,B35,U111,1,43.0,13.0,44.0,4.5
0.650774,0.767729,0.867032,4.5,5.03,49.2,0,91.8,4.5,324.7,16,E20,U111,1,21.0,14.0,65.0,41.3
0.538611,0.664189,0.814213,6.2,6.49,39.5,0,59.5,1.4,412.3,89,B21,U111,1,20.0,19.0,60.0,11.7
0.564422,0.682401,0.809927,6.8,7.1,30.5,1,66.9,1.7,238.1,79,B21,U111,1,18.0,18.0,64.0,14.0
0.554283,0.693411,0.842929,6.4,6.84,12.69,0,45.8,1.5,177.3,58,F40,U111,1,20.0,16.0,64.0,12.9
0.665484,0.778455,0.917383,7.3,7.75,21.1,21,47.9,1.7,393.6,49,B11,U111,1,21.0,21.0,57.0,25.6
0.569662,0.697575,0.863678,7.0,7.44,21.3,1,82.7,1.2,246.2,70,B11,U111,1,19.0,22.0,59.0,9.7
0.523382,0.663735,0.825864,6.1,6.49,13.73,0,45.9,1.3,251.9,67,B41,U111,1,21.0,12.0,66.0,10.5
0.505552,0.654092,0.820887,6.0,6.5,9.3,0,42.7,1.2,165.4,194,B16,U111,1,27.0,8.0,65.0,11.4
0.588438,0.717671,0.871799,6.2,6.8,19.38,0,97.4,2.1,359.5,188,B11,U111,1,26.0,11.0,63.0,24.8
0.568751,0.701362,0.869503,5.8,6.27,14.39,0,47.0,1.4,124.7,161,B16,U111,1,22.0,16.0,62.0,16.3
0.664126,0.782527,0.902279,6.7,7.14,12.39,3,95.5,2.2,189.6,155,B11,U111,1,19.0,19.0,62.0,26.1
0.726538,0.819477,0.89821,4.9,5.53,11.31,0,30.6,2.4,59.6,119,E20,U111,1,8.0,60.0,32.0,27.5
0.626062,0.731154,0.852452,5.2,5.62,25.7,0,102.5,0.9,252.8,33,B21,U111,1,12.0,67.0,21.0,7.6
0.55947,0.705513,0.876724,6.2,6.47,35.1,0,89.1,1.5,162.0,132,B21,U111,1,24.0,11.0,65.0,10.9
0.586764,0.722816,0.865264,4.5,4.85,40.6,1,39.4,2.7,125.8,85,C10,U120,1,19.0,17.0,64.0,24.5
0.544637,0.682308,0.844367,6.3,6.61,15.76,1,34.3,1.4,204.1,139,B16,U111,1,22.0,16.0,61.0,10.9
0.546066,0.679864,0.841143,6.4,6.89,10.42,1,79.4,1.6,341.0,163,B32,U111,1,23.0,11.0,67.0,13.1
0.596288,0.716788,0.896641,7.4,7.86,24.3,4,70.9,1.3,253.7,120,B11,U111,1,19.0,33.0,48.0,9.8
0.555719,0.693153,0.858582,6.6,6.96,17.49,1,87.3,1.3,179.6,110,B35,U111,1,19.0,22.0,59.0,10.3
0.520009,0.705527,0.884038,5.2,5.82,21.9,0,39.4,2.4,235.3,385,B13,U111,1,30.0,12.0,58.0,19.5
0.933913,1.029476,1.101321,3.2,3.68,21.4,0,31.9,5.0,49.2,429,C21,U120,1,15.0,30.0,54.0,117.4
0.578986,0.722563,0.875132,4.8,5.13,50.2,0,68.9,4.1,280.8,423,B16,U111,1,27.0,14.0,59.0,32.0
0.600548,0.750371,0.904608,3.5,3.84,12.41,0,14.7,3.2,55.9,464,C10,U120,1,29.0,16.0,54.0,52.5
0.605384,0.719439,0.858918,5.6,5.92,24.8,1,71.9,3.7,126.3,424,E20,U111,1,22.0,15.0,62.0,31.9
0.535206,0.666431,0.844328,6.9,7.27,22.1,2,61.3,1.6,451.0,236,B32,U111,1,26.0,12.0,62.0,15.2
0.540971,0.641335,0.761433,3.7,3.83,21.3,0,0.0,1.8,46.6,357,C10,U120,1,26.0,14.0,60.0,31.9
0.545426,0.701156,0.873961,6.9,7.12,32.2,1,47.5,2.2,220.4,197,B16,U111,2,26.0,9.0,64.0,18.0
0.875682,0.949364,1.019428,6.9,7.17,51.8,54,68.5,5.4,442.2,158,E10,U362,1,12.0,36.0,52.0,91.6
0.54869,0.692788,0.849279,4.4,5.13,10.08,0,6.9,2.0,79.0,181,C10,U120,1,25.0,9.0,66.0,18.6
0.5527,0.652269,0.775053,5.6,5.96,31.8,0,37.9,4.2,100.9,214,E20,U111,1,37.0,10.0,53.0,38.0
0.765294,0.875135,0.974173,4.7,5.3,15.36,0,54.4,2.9,75.8,21,E20,U111,1,14.0,53.0,33.0,27.9
0.585054,0.724376,0.869257,6.5,6.83,21.3,1,82.8,2.1,297.0,30,B16,U111,1,26.0,15.0,59.0,16.7
0.778416,0.853735,0.948106,6.9,7.3,26.1,38,232.3,2.3,426.2,0,B16,U111,1,21.0,43.0,37.0,33.9
0.479159,0.623757,0.798712,3.5,4.09,7.74,0,0.0,1.2,56.6,68,C10,U120,1,20.0,9.0,71.0,17.6
0.505391,0.616858,0.747434,6.5,6.85,28.8,0,153.2,1.8,521.8,39,B16,U111,1,17.0,22.0,61.0,16.6
0.778842,0.92768,1.157846,4.2,4.88,13.57,0,7.1,3.2,413.0,32,C10,U120,1,27.0,33.0,39.0,36.2
0.459708,0.578164,0.747374,3.8,3.89,14.48,0,6.4,1.3,71.8,262,C10,U120,1,23.0,10.0,67.0,18.6
0.551551,0.692226,0.850572,5.1,5.62,14.68,0,34.0,1.6,297.2,55,E20,U111,1,19.0,16.0,64.0,13.3
0.53856,0.679573,0.857714,6.8,7.02,39.1,0,99.2,1.2,287.0,62,B22,U111,1,18.0,16.0,66.0,8.6
0.545997,0.668772,0.80793,5.9,6.3,22.7,0,45.6,1.1,95.7,44,B16,U111,1,14.0,30.0,56.0,8.9
0.560908,0.68594,0.819489,6.7,7.12,28.1,3,105.6,1.2,226.0,17,B16,U111,1,16.0,26.0,58.0,11.4
0.562183,0.679466,0.783026,5.1,5.62,27.3,0,126.8,1.6,252.3,9,E20,U111,1,9.0,67.0,24.0,15.5
0.788513,0.917968,0.995807,4.0,4.78,5.1,0,104.9,1.4,65.6,12,B16,U111,1,6.0,75.0,19.0,15.8
0.734031,0.86482,0.954414,5.9,6.21,13.26,0,85.1,1.7,54.5,21,B11,U111,1,6.0,66.0,27.0,16.6
0.727127,0.850741,0.969598,7.1,7.32,32.4,8,49.0,1.8,163.1,12,B23,U111,1,21.0,46.0,34.0,15.7
0.724158,0.852906,0.938637,4.9,5.47,12.45,0,42.6,3.7,100.0,2,B16,U111,1,12.0,26.0,62.0,34.1
0.685491,0.790718,0.899477,5.5,5.96,14.43,0,63.5,1.3,48.1,3,F40,U113,1,7.0,64.0,28.0,13.2
0.639223,0.775811,0.912863,4.8,5.08,33.4,1,77.7,1.7,49.4,4,B55,U111,1,8.0,59.0,32.0,14.5
0.766967,0.882368,0.959242,5.7,6.19,20.5,0,118.6,1.5,237.5,28,B16,U111,1,3.0,88.0,9.0,13.8
0.858768,0.973052,1.045894,4.0,4.33,94.8,0,145.9,4.0,131.6,68,E20,U111,1,5.0,69.0,25.0,41.4
0.706669,0.829386,0.929938,7.8,7.99,74.3,38,122.4,4.1,182.2,-6,B72,U111,1,18.0,25.0,58.0,36.3
0.707766,0.821229,0.898955,3.5,4.07,17.44,0,30.0,2.3,71.8,82,C10,U120,1,7.0,56.0,37.0,34.4
0.554664,0.678639,0.812894,6.4,6.76,21.1,0,41.9,1.4,115.5,71,B16,U111,1,19.0,25.0,56.0,11.9
0.540152,0.692688,0.889994,6.9,7.29,9.67,0,26.5,1.1,148.1,111,B11,U111,1,24.0,9.0,66.0,8.6
0.879899,0.979392,1.044003,5.2,5.77,10.04,1,138.8,1.9,163.9,62,B18,U111,1,4.0,74.0,22.0,22.2
0.534771,0.67799,0.841791,6.6,6.88,10.75,0,55.9,1.3,111.6,112,B11,U111,1,21.0,12.0,67.0,11.3
0.724949,0.833137,0.900292,3.8,4.15,8.84,0,73.9,1.2,43.1,80,C10,U120,1,6.0,69.0,25.0,16.7
0.52061,0.642049,0.784952,6.1,6.46,14.14,0,32.1,1.2,123.0,1,B13,U111,1,15.0,33.0,52.0,9.7
0.916393,1.034353,1.106747,3.2,3.79,6.1,0,127.0,2.0,61.3,21,C22,U120,1,2.0,86.0,12.0,27.4
0.801423,0.904331,1.007433,3.5,4.1,9.18,0,0.0,1.2,44.8,26,C10,U120,1,4.0,77.0,18.0,18.5
0.800468,0.924844,1.007386,4.6,4.9,25.6,0,47.6,1.6,34.4,12,B55,U111,1,4.0,81.0,15.0,15.3
0.790436,0.911283,1.01934,5.9,6.28,30.4,0,102.2,2.2,549.2,26,B16,U111,1,6.0,68.0,26.0,20.9
0.796276,0.910234,1.054275,3.5,3.78,23.1,0,33.1,1.8,169.1,8,B16,U111,1,12.0,70.0,18.0,22.4
0.850038,0.976739,1.087153,4.2,4.84,7.27,0,39.1,2.0,114.8,19,C10,U120,1,5.0,74.0,21.0,20.2
0.707059,0.832415,0.935869,5.1,5.64,13.27,0,22.2,1.9,112.5,36,E20,U111,1,6.0,66.0,29.0,20.1
0.987334,1.133056,1.210428,3.3,3.47,60.6,0,174.8,8.3,95.4,8,C10,U420,1,7.0,61.0,32.0,141.9
0.659107,0.785507,0.901622,4.9,5.26,20.6,0,82.3,1.5,218.6,5,B74,U111,1,9.0,51.0,40.0,14.9
0.531701,0.67934,0.855737,6.5,6.83,14.46,0,39.2,1.3,136.6,73,B35,U111,1,22.0,11.0,67.0,10.0
0.496666,0.645569,0.812585,4.4,5.09,5.24,0,6.8,1.3,65.9,322,E20,U111,1,30.0,19.0,51.0,13.0
0.535778,0.633542,0.749413,5.6,6.07,3.11,0,0.0,0.6,50.8,748,D20,U410,4,3.0,87.0,10.0,6.8
0.595306,0.754809,0.893539,5.3,5.76,7.57,0,7.0,2.1,72.3,1042,C10,U120,1,19.0,25.0,55.0,22.9
0.541685,0.643849,0.785845,4.8,5.3,8.84,0,14.7,2.5,160.9,1048,C10,U120,2,16.0,52.0,32.0,37.7
0.893437,0.987041,1.0638,7.0,7.29,60.2,46,10.3,4.0,270.8,637,B21,U111,1,47.0,6.0,47.0,31.1
0.716969,0.847842,0.956536,6.0,6.17,24.0,0,10.2,3.0,178.3,1270,C33,U361,1,10.0,53.0,37.0,40.2
0.599171,0.758276,0.902122,5.3,5.75,8.65,0,11.2,1.9,142.3,1015,C10,U120,1,13.0,42.0,44.0,17.3
0.543108,0.670668,0.847147,5.2,5.49,21.1,0,6.4,2.3,56.8,788,B11,U111,1,24.0,18.0,59.0,16.0
0.763349,0.888265,1.008912,6.7,6.95,25.3,4,0.0,4.9,390.8,965,E10,U111,3,39.0,19.0,42.0,50.3
0.455741,0.592309,0.731268,4.3,4.88,6.17,0,23.8,0.5,66.7,962,F40,U111,1,13.0,66.0,21.0,4.2
0.623576,0.772267,0.927823,4.7,4.92,34.7,0,6.2,3.1,143.5,1348,E10,U111,1,17.0,29.0,54.0,27.5
0.691099,0.832515,0.951624,5.4,5.68,34.6,0,7.1,2.1,181.9,1047,E10,U111,1,16.0,39.0,45.0,20.0
0.719783,0.865341,0.993194,4.3,4.59,28.4,0,9.8,3.4,53.6,913,E20,U111,1,10.0,48.0,42.0,35.2
0.647747,0.818467,1.001845,4.3,4.93,4.86,0,0.0,1.2,163.5,1024,C22,U120,1,15.0,54.0,32.0,19.3
0.648789,0.792167,0.921741,4.7,4.98,39.7,0,8.2,3.0,101.0,1228,C21,U120,1,15.0,43.0,42.0,38.4
0.815324,0.965833,1.09137,4.7,4.92,56.9,0,0.0,6.5,193.8,1310,C10,U120,1,32.0,9.0,59.0,66.7
0.747777,0.899167,0.980659,7.1,7.48,32.6,417,6.9,5.1,405.1,753,C10,U120,1,24.0,17.0,58.0,62.2
0.667447,0.829884,1.008935,6.0,6.15,25.8,0,0.0,3.3,143.4,1031,C10,U420,1,28.0,29.0,43.0,30.7
0.527462,0.626791,0.775782,5.7,6.04,8.25,1,0.0,1.5,141.7,1050,C31,U120,1,21.0,40.0,39.0,13.8
0.60209,0.734209,0.854803,4.4,5.13,4.6,0,0.0,1.2,92.2,1099,C33,U120,1,10.0,57.0,33.0,16.0
0.599984,0.716748,0.853285,5.6,6.03,6.06,0,0.0,1.0,106.7,1222,C23,U120,3,11.0,53.0,36.0,14.0
0.527607,0.634896,0.742387,4.6,5.23,5.41,0,0.0,1.0,72.5,997,C22,U120,4,7.0,75.0,19.0,19.5
0.590981,0.732454,0.891458,5.3,5.89,6.79,0,29.3,0.7,55.2,541,B82,U111,1,7.0,66.0,27.0,5.8
0.445653,0.55601,0.721006,4.9,5.75,2.95,0,0.0,0.1,69.0,694,E10,U111,1,8.0,71.0,21.0,1.1
0.679857,0.82761,0.947683,4.6,4.98,32.7,0,8.4,3.0,216.2,1134,E10,U420,1,11.0,45.0,44.0,37.4
0.605433,0.806074,0.919236,4.7,4.96,26.5,0,19.4,1.9,145.5,1032,C33,U120,1,16.0,51.0,33.0,27.0
0.482903,0.592573,0.695488,4.4,5.12,3.3,0,0.0,0.6,37.4,1557,C22,U120,2,4.0,76.0,19.0,9.4
0.770986,0.896429,0.979519,4.1,4.7,8.67,0,20.8,3.2,131.3,1477,C21,U120,3,10.0,55.0,35.0,53.2
0.671371,0.822417,0.978404,5.9,6.22,10.52,0,12.8,3.4,154.0,820,D10,U420,2,17.0,39.0,45.0,37.4
0.644682,0.791748,0.904094,5.0,5.4,11.89,0,29.2,4.8,128.7,1069,E10,U111,1,7.0,51.0,42.0,46.3
0.501943,0.637362,0.805326,5.3,5.62,18.55,0,7.8,1.0,53.2,1024,C22,U120,1,12.0,45.0,43.0,8.2
0.587139,0.741385,0.882577,4.9,5.32,8.51,0,8.5,3.1,189.6,901,B73,U111,1,17.0,34.0,49.0,35.4
0.530796,0.642408,0.759359,4.2,4.58,12.92,0,0.0,0.5,87.5,1400,C22,U120,1,9.0,70.0,21.0,10.6
0.439996,0.535122,0.641658,4.5,5.26,3.81,0,6.7,0.4,53.1,1356,C22,U120,1,4.0,81.0,15.0,7.4
0.771286,0.901285,0.988421,5.3,5.6,55.4,0,8.2,4.7,84.1,1046,D10,U120,1,10.0,40.0,50.0,46.3
0.687274,0.786765,0.853102,3.9,4.46,7.6,0,9.8,1.2,55.1,1293,C31,U120,3,6.0,67.0,27.0,25.5
0.579438,0.700744,0.816044,4.6,5.31,5.99,0,25.9,1.4,104.1,1228,C32,U120,4,8.0,67.0,25.0,20.3
0.58289,0.698967,0.814277,4.5,5.19,5.23,0,0.0,0.8,86.7,1273,C22,U120,2,9.0,66.0,25.0,15.4
0.644016,0.789241,0.895088,4.2,4.77,15.87,0,20.7,4.2,59.3,1330,C21,U120,2,13.0,36.0,51.0,54.2
0.647185,0.762262,0.8578,4.4,5.04,6.01,0,0.0,1.1,119.3,1436,C22,U120,2,9.0,63.0,28.0,15.6
0.698399,0.844657,0.965532,7.1,7.59,18.92,77,0.0,2.9,219.5,352,E10,U111,2,21.0,29.0,50.0,30.8
0.604734,0.731278,0.852304,5.9,6.24,6.49,0,6.1,1.2,127.8,1250,C32,U120,1,10.0,52.0,37.0,16.4
0.60563,0.73819,0.849554,4.7,5.2,8.72,0,0.0,1.8,90.0,1211,C32,U120,1,13.0,48.0,39.0,26.8
0.757176,0.878106,0.999662,7.1,7.5,16.31,123,12.1,2.8,358.8,4020,B82,U111,2,34.0,22.0,44.0,26.0
0.494742,0.577404,0.629016,5.6,5.83,11.4,0,13.7,1.9,152.4,1091,C32,U120,1,18.0,46.0,37.0,24.9
0.530971,0.660157,0.801091,4.7,5.33,5.76,0,22.2,2.0,48.2,1295,E20,U111,1,13.0,47.0,40.0,20.1
0.631523,0.77436,0.896592,4.1,4.42,14.39,0,45.0,3.2,132.6,1467,E10,U361,1,19.0,41.0,41.0,34.3
0.51957,0.643579,0.790594,4.6,5.07,7.65,0,0.0,1.3,92.9,1164,C32,U120,1,11.0,58.0,32.0,15.4
0.514269,0.63766,0.784385,4.1,4.75,5.66,0,0.0,1.5,88.2,964,C10,U120,3,6.0,73.0,21.0,18.8
0.676168,0.833754,0.970043,4.0,4.26,40.1,0,14.9,4.0,94.2,1060,C31,U120,2,12.0,48.0,40.0,63.0
0.628327,0.769226,0.891561,4.4,4.55,47.0,0,13.1,3.5,89.1,1560,C31,U120,1,14.0,41.0,45.0,38.6
0.615075,0.753473,0.890313,4.4,4.64,18.67,1,0.0,1.4,70.8,1092,C33,U120,2,10.0,66.0,25.0,15.4
0.533402,0.651548,0.789588,4.1,4.64,3.26,0,0.0,0.7,41.6,1066,C22,U120,1,8.0,75.0,18.0,9.9
0.544571,0.680557,0.821562,5.2,5.53,22.5,0,20.8,2.0,372.0,1420,E20,U111,1,11.0,52.0,37.0,16.7
0.830454,0.976623,1.084737,6.1,6.35,10.3,2,0.0,4.1,141.9,1299,C22,U120,1,29.0,21.0,50.0,65.5
0.563042,0.676469,0.774361,4.9,5.37,6.91,1,0.0,1.0,57.5,1176,C22,U120,1,9.0,62.0,30.0,21.5
0.686119,0.794037,0.887722,5.3,5.63,15.75,0,0.0,1.4,47.0,1303,E10,U111,2,6.0,64.0,30.0,12.3
0.81667,0.917894,1.003477,6.8,6.94,15.37,11,0.0,1.8,61.3,1448,C21,U120,1,11.0,50.0,39.0,31.2
0.470956,0.598218,0.753248,4.6,5.38,3.3,0,0.0,0.5,97.4,1321,C22,U120,1,6.0,76.0,18.0,6.3
0.645891,0.791192,0.931673,4.7,5.06,15.5,0,0.0,1.9,97.6,1337,E10,U111,1,7.0,62.0,31.0,17.6
0.762586,0.889844,0.982919,5.2,5.4,49.2,0,10.6,6.1,286.1,1489,E10,U112,1,29.0,9.0,62.0,55.7
0.772741,0.889243,0.966505,4.7,4.96,44.7,1,18.6,3.3,282.8,1446,C21,U120,2,10.0,55.0,35.0,58.9
0.757195,0.920101,1.034075,4.3,5.0,7.51,0,19.5,5.0,179.3,1691,C21,U120,1,13.0,43.0,44.0,55.6
0.440612,0.588459,0.738681,4.9,5.29,10.39,0,40.0,1.0,116.3,450,B84,U111,1,15.0,58.0,27.0,8.8
0.605984,0.74002,0.864862,4.6,5.15,6.46,0,5.6,1.4,169.7,1281,C21,U120,1,10.0,65.0,25.0,17.8
0.510333,0.647141,0.803769,4.2,4.75,4.28,0,6.6,1.0,87.4,1055,C10,U120,1,12.0,63.0,25.0,10.8
0.694071,0.799831,0.905434,7.1,7.49,13.85,205,32.4,2.3,261.5,940,E20,U111,1,18.0,44.0,38.0,22.3
0.551893,0.68084,0.78679,4.0,4.43,6.51,0,7.6,1.0,52.7,436,C10,U120,1,15.0,57.0,29.0,11.8
0.595012,0.709381,0.84358,7.2,7.93,25.3,198,10.2,1.5,1461.7,6,B15,U111,1,35.0,23.0,42.0,13.5
0.597465,0.736879,0.888402,7.5,8.0,18.75,252,55.8,1.6,921.1,42,B11,U111,1,40.0,17.0,43.0,11.3
0.433647,0.521762,0.639975,7.5,8.29,19.8,524,42.1,1.0,523.9,6,B11,U111,1,20.0,57.0,23.0,3.1
0.561946,0.667284,0.797252,7.4,8.0,21.3,366,65.0,1.4,1164.2,31,E10,U111,1,22.0,43.0,35.0,5.9
0.390255,0.474397,0.54882,7.3,7.88,22.1,608,78.3,2.0,775.9,216,B13,U111,2,29.0,24.0,47.0,24.3
0.402619,0.509282,0.622024,7.4,8.04,16.63,660,19.6,0.9,128.0,174,B54,U111,1,25.0,39.0,36.0,10.0
0.252173,0.319076,0.38817,7.5,8.12,18.49,744,12.1,0.8,115.3,80,E30,U112,2,32.0,21.0,47.0,11.1
0.692827,0.874045,1.041053,7.4,8.05,15.5,3,0.0,0.6,511.0,6,E30,U420,1,10.0,79.0,11.0,5.7
0.666413,1.005285,1.174214,7.3,7.79,10.84,2,0.0,1.3,658.4,36,E30,U420,1,32.0,39.0,28.0,10.8
0.716201,0.964123,1.140308,7.1,7.52,8.53,1,0.0,1.2,174.3,275,D10,U420,2,25.0,42.0,33.0,11.7
0.63121,0.771234,0.95486,7.2,7.55,5.95,1,0.0,0.7,86.1,206,D20,U420,3,17.0,55.0,28.0,7.1
0.327444,0.403676,0.469606,7.3,7.93,21.0,789,0.0,1.5,256.3,214,C10,U420,1,27.0,24.0,49.0,10.6
0.494414,0.588088,0.710433,7.5,8.03,17.56,420,7.2,1.3,357.5,62,B13,U111,1,44.0,16.0,40.0,11.8
0.618105,0.782281,0.934532,7.5,8.07,29.2,225,123.3,2.0,1868.3,18,B11,U111,1,35.0,25.0,40.0,21.9
0.739517,1.039707,1.189495,7.4,7.77,15.67,10,30.9,1.5,1075.9,52,B13,U111,1,46.0,24.0,30.0,11.7
0.688618,0.886818,1.063957,7.3,7.8,15.09,8,29.5,0.9,479.1,75,B13,U111,1,34.0,43.0,23.0,6.7
0.68464,0.762645,0.859184,7.2,7.5,17.06,7,42.0,1.8,328.1,982,B75,U111,3,21.0,40.0,39.0,17.1
0.498577,0.605227,0.699021,7.3,7.67,18.33,637,0.0,2.7,234.0,180,D20,U420,2,32.0,21.0,47.0,23.3
0.448591,0.551679,0.655702,7.4,7.8,17.84,607,9.9,1.6,196.6,63,B84,U111,3,22.0,42.0,36.0,4.3
0.495536,0.669505,0.81847,7.6,8.0,28.6,604,138.3,1.7,674.6,174,B21,U111,1,38.0,29.0,34.0,7.2
0.541362,0.677608,0.778992,7.3,7.81,18.53,740,10.2,2.7,262.9,274,D20,U420,3,27.0,28.0,45.0,26.5
