665,560,490,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,clay,sand,silt,oc
0.588511,0.711992,0.847024,6.9,7.13,46.6,8,39.4,4.7,532.2,1376,D10,U410,1,25.0,19.0,57.0,47.1
0.63397,0.811027,0.954525,7.0,7.18,30.8,5,6.6,4.5,410.7,1440,D10,U111,2,34.0,14.0,52.0,47.4
0.510724,0.651414,0.783034,7.6,7.97,31.3,386,8.5,2.4,370.7,725,B14,U111,3,33.0,20.0,47.0,21.3
0.664247,0.811995,0.910228,7.4,7.78,20.8,365,8.6,6.8,207.8,1060,C33,U420,4,22.0,23.0,55.0,69.3
0.958197,1.061368,1.100203,7.2,7.43,48.7,260,14.7,11.7,132.6,1376,E20,U111,3,11.0,38.0,51.0,104.8
0.461123,0.562992,0.724221,7.3,7.65,24.6,16,7.1,2.2,203.0,1345,C10,U420,1,34.0,8.0,58.0,20.6
0.543322,0.694037,0.841944,4.9,5.22,40.0,0,10.7,4.6,264.0,1515,D20,U420,1,22.0,17.0,62.0,49.3
0.603882,0.735495,0.867462,4.7,4.98,34.1,0,11.7,3.3,160.8,1511,D10,U420,1,12.0,37.0,52.0,32.0
0.566191,0.668329,0.816683,6.9,7.14,20.8,44,12.7,2.5,204.3,1401,C23,U120,2,21.0,31.0,48.0,37.9
0.60709,0.730594,0.838802,7.3,7.64,21.2,416,17.6,4.4,223.2,1069,E10,U420,4,15.0,44.0,41.0,51.2
0.833755,0.963184,1.044982,7.1,7.23,68.9,49,16.4,11.7,246.3,1532,E20,U111,2,21.0,18.0,61.0,111.5
0.866641,1.034813,1.134748,7.1,7.38,15.31,10,10.3,9.8,188.6,1199,E20,U210,3,19.0,17.0,64.0,92.6
0.697185,0.864791,0.994715,7.0,7.25,23.4,21,21.3,5.8,400.0,1126,E20,U111,2,29.0,19.0,52.0,57.5
0.64669,0.813348,0.93107,7.2,7.38,50.1,182,16.2,7.0,375.2,1183,C22,U120,1,27.0,19.0,53.0,75.2
0.826463,1.001577,1.095793,6.7,6.82,51.6,6,14.7,7.4,471.4,1007,E20,U111,2,22.0,23.0,55.0,72.5
0.851717,0.999302,1.075731,6.9,7.03,80.2,22,25.5,14.4,570.4,1200,D10,U111,4,16.0,30.0,54.0,161.5
0.585733,0.734522,0.867331,4.4,4.63,27.8,1,6.8,2.9,192.0,715,C10,U120,2,26.0,14.0,61.0,29.9
0.664736,0.76181,0.877486,4.5,4.64,51.4,0,12.7,3.4,310.5,1178,D10,U420,3,25.0,24.0,52.0,37.9
0.632424,0.745815,0.854661,6.9,7.05,55.7,49,11.0,2.9,129.9,1272,C23,U120,1,24.0,29.0,47.0,40.6
0.603154,0.712527,0.834697,7.1,7.33,65.1,39,14.3,4.8,112.0,245,E20,U111,1,24.0,18.0,58.0,42.3
0.507325,0.621946,0.798264,6.0,6.28,10.23,0,7.3,2.9,204.5,176,E20,U111,1,25.0,20.0,55.0,27.4
0.781151,0.868549,0.934611,4.8,5.2,18.8,0,30.6,8.9,310.2,43,B11,U111,1,33.0,18.0,48.0,121.9
0.632102,0.724828,0.793586,7.2,7.38,64.7,362,13.3,6.4,338.6,1094,D10,U111,4,23.0,31.0,46.0,67.2
0.823757,0.96001,1.0309,5.9,6.08,19.2,1,11.4,6.3,530.7,1129,E20,U111,4,25.0,21.0,53.0,72.9
0.470316,0.567545,0.666953,7.5,8.0,15.4,288,6.0,0.9,173.8,610,B13,U111,4,37.0,31.0,32.0,11.4
0.586815,0.766652,0.87045,5.6,6.02,7.53,2,7.3,1.7,161.9,732,C10,U120,4,30.0,23.0,47.0,22.5
0.660053,0.759799,0.894884,5.9,6.1,37.5,0,6.5,2.7,55.3,185,C10,U120,4,12.0,33.0,55.0,26.0
0.744892,0.878479,1.039472,3.9,4.48,15.32,0,13.3,4.4,58.1,818,C10,U420,2,12.0,36.0,52.0,84.0
0.556131,0.683939,0.859108,3.8,3.91,31.9,0,8.5,3.7,100.7,782,C10,U120,3,26.0,14.0,60.0,46.4
0.603619,0.756036,0.905482,3.8,4.18,18.27,0,12.3,2.8,60.7,727,C10,U120,3,21.0,24.0,56.0,39.8
0.50849,0.664821,0.835917,4.7,5.06,19.82,1,7.8,2.4,164.2,615,C10,U120,4,22.0,26.0,52.0,29.8
0.536329,0.654578,0.790463,7.2,7.65,22.3,104,6.5,2.9,119.2,182,C22,U120,4,29.0,17.0,54.0,37.4
0.646778,0.874207,1.031814,6.1,6.33,19.09,1,0.0,2.9,158.2,319,C10,U420,3,28.0,20.0,52.0,29.5
0.708091,0.808647,0.921043,7.2,7.33,40.3,77,11.2,4.3,239.0,282,B81,U111,2,23.0,24.0,53.0,39.7
0.59957,0.730229,0.85216,7.4,7.74,17.2,324,29.8,3.2,304.0,1040,B13,U111,3,30.0,26.0,44.0,34.0
0.703957,0.854998,0.977187,7.1,7.28,40.1,48,11.2,4.3,331.3,1213,C10,U420,2,28.0,19.0,52.0,62.3
0.780985,0.910441,0.983002,6.9,7.06,47.2,359,44.2,7.9,99.3,1199,C10,U120,1,14.0,41.0,46.0,125.7
0.60122,0.710294,0.903751,7.2,7.61,11.83,3,44.6,1.2,185.9,361,B11,U111,1,26.0,40.0,34.0,9.2
0.460028,0.541454,0.660736,7.4,7.88,17.4,499,7.7,1.4,174.0,493,E30,U112,1,38.0,16.0,46.0,10.9
0.597776,0.743094,0.840689,7.2,7.55,33.6,593,8.0,5.5,188.1,917,E20,U111,1,26.0,14.0,60.0,57.7
0.36009,0.465665,0.560048,7.4,7.88,18.43,761,0.0,1.5,112.8,420,C10,U120,3,38.0,17.0,45.0,22.2
0.602328,0.726255,0.888256,7.1,7.6,17.02,5,34.6,1.8,498.4,94,E20,U111,2,19.0,40.0,40.0,15.3
0.467714,0.518638,0.593742,7.6,8.11,32.6,202,14.2,1.5,399.2,354,B41,U111,2,43.0,9.0,49.0,12.3
0.466471,0.518639,0.643733,7.5,7.94,18.0,222,6.8,1.6,367.3,263,C10,U120,1,52.0,8.0,40.0,11.7
0.665889,0.71138,0.791531,8.1,8.69,30.0,136,235.6,1.2,875.1,331,F40,U111,4,23.0,37.0,40.0,26.0
0.672133,0.777199,0.917636,7.6,7.98,16.08,56,10.0,1.6,249.1,100,B13,U111,1,44.0,20.0,36.0,13.5
0.473603,0.614155,0.781425,4.1,4.55,8.22,0,5.6,1.6,47.2,546,C10,U120,2,40.0,15.0,45.0,23.2
0.51052,0.612946,0.802293,7.3,7.93,17.82,55,20.0,1.2,242.9,307,B82,U111,1,20.0,47.0,34.0,10.4
0.566312,0.663803,0.806681,6.6,6.68,36.6,2,7.1,3.1,236.8,541,C10,U120,1,20.0,23.0,56.0,34.9
0.77281,0.893501,0.974896,7.3,7.56,17.0,256,11.9,5.0,375.3,1067,D10,U420,4,30.0,24.0,47.0,53.3
0.486392,0.555267,0.687807,7.5,7.91,21.6,265,23.8,1.7,613.2,459,B52,U111,1,37.0,10.0,53.0,17.6
0.42703,0.488062,0.649545,7.7,8.2,17.46,296,9.8,0.9,275.2,182,B42,U111,1,40.0,8.0,52.0,11.3
0.446577,0.520686,0.670715,7.2,7.57,16.11,331,6.3,1.6,282.3,327,B52,U111,1,36.0,14.0,50.0,17.5
0.5308,0.62483,0.720294,7.0,7.38,26.6,409,19.4,5.1,548.5,1066,C10,U420,1,23.0,24.0,54.0,55.3
0.559737,0.654828,0.760876,7.0,7.36,19.65,286,7.9,3.7,300.0,659,C10,U120,2,23.0,20.0,57.0,44.4
0.674291,0.781033,0.910457,7.0,7.13,71.4,55,12.9,3.8,165.3,304,C10,U120,1,13.0,42.0,45.0,41.0
0.755423,0.928247,1.076909,7.0,7.3,21.8,6,9.2,2.9,570.1,345,B81,U410,2,39.0,16.0,46.0,24.5
0.543896,0.68255,0.881083,6.2,6.54,7.03,0,9.4,0.9,134.2,56,E30,U112,3,27.0,37.0,36.0,6.2
0.647877,0.761657,0.92768,7.4,7.82,24.8,27,5.6,1.5,125.3,47,B52,U111,1,26.0,45.0,29.0,10.4
0.780729,0.92115,1.030487,4.6,4.83,92.9,1,25.3,6.4,265.3,1292,C10,U120,1,11.0,44.0,45.0,78.1
0.546886,0.64503,0.728293,7.2,7.62,35.3,684,6.7,2.2,199.6,1251,D20,U111,3,30.0,28.0,42.0,23.2
0.679456,0.830169,0.926196,7.3,7.46,84.0,447,14.8,5.8,663.4,1178,E10,U111,3,26.0,24.0,50.0,52.7
0.548241,0.615969,0.77028,7.5,7.83,28.4,39,8.6,2.0,330.8,57,B54,U111,1,56.0,8.0,36.0,14.2
0.734634,0.816924,0.90512,7.3,7.54,38.1,391,13.0,4.3,127.9,322,B11,U111,2,10.0,52.0,38.0,37.4
0.70444,0.814767,0.892863,6.7,6.95,34.8,4,8.3,1.5,329.0,265,B52,U111,2,21.0,45.0,34.0,14.3
0.935761,1.084952,1.156762,6.5,6.61,55.2,6,10.1,9.7,310.4,1300,C10,U120,2,14.0,23.0,63.0,92.5
0.654984,0.73111,0.783629,7.3,7.58,40.6,549,20.9,4.8,107.6,849,C10,U120,2,11.0,49.0,40.0,35.6
0.692838,0.837932,0.962026,6.7,7.12,8.98,1,9.7,0.9,139.7,510,C10,U120,2,24.0,49.0,27.0,6.9
0.852018,0.994749,1.062901,6.9,7.05,149.9,130,22.2,11.2,639.5,1248,C10,U120,1,17.0,33.0,50.0,150.7
0.931456,1.085949,1.161116,5.1,5.31,98.9,1,13.4,10.2,339.2,1412,E20,U111,1,18.0,20.0,62.0,106.8
0.755691,0.886652,0.996863,4.2,5.22,26.7,1,11.2,3.7,80.0,1210,C33,U120,1,14.0,36.0,50.0,66.8
0.5959,0.704657,0.856538,6.7,6.8,17.99,3,0.0,2.1,111.3,677,C10,U120,3,33.0,21.0,46.0,19.9
0.620324,0.74116,0.886366,7.3,7.57,30.3,18,40.2,1.7,127.5,339,B41,U111,2,18.0,40.0,42.0,14.0
0.568892,0.689551,0.846839,5.4,5.63,23.5,1,0.0,1.6,172.0,860,C10,U120,2,22.0,25.0,53.0,14.4
0.531238,0.634781,0.788694,5.6,5.75,37.6,1,4.2,2.6,234.9,711,C10,U120,2,24.0,12.0,64.0,21.8
0.535365,0.634716,0.755084,7.2,7.53,41.9,304,38.5,3.3,261.3,646,E20,U111,2,34.0,17.0,49.0,25.5
0.529566,0.696765,0.869358,6.4,6.66,20.1,3,25.4,1.5,9873.7,1038,C10,U120,2,20.0,31.0,49.0,12.4
0.493434,0.589934,0.731368,6.1,6.34,19.99,0,0.0,1.1,108.1,491,C10,U120,4,18.0,35.0,47.0,11.9
0.469422,0.556976,0.711034,7.2,7.58,17.36,192,10.0,2.4,203.2,519,B81,U111,2,30.0,13.0,58.0,19.0
0.617092,0.779347,0.932485,7.4,7.83,14.29,95,14.7,1.9,396.7,302,E30,U111,3,47.0,14.0,40.0,14.0
0.506618,0.603249,0.762508,7.5,7.88,18.36,89,6.0,1.6,245.1,501,F40,U112,2,37.0,23.0,40.0,11.9
0.607437,0.701615,0.801103,7.2,7.48,38.5,227,7.2,4.3,305.5,698,C10,U120,1,25.0,13.0,61.0,48.8
0.444767,0.51377,0.645024,7.5,7.95,19.8,286,0.0,1.2,173.0,596,E30,U112,1,37.0,4.0,59.0,12.5
0.453607,0.521881,0.656753,7.5,7.98,17.43,368,6.2,1.3,145.0,555,F40,U112,1,38.0,13.0,49.0,7.4
0.576745,0.67952,0.780411,7.4,7.81,26.2,105,7.2,2.1,1773.1,110,B81,U111,1,32.0,31.0,38.0,16.3
0.756429,0.928002,1.06317,7.5,7.83,19.04,51,135.7,1.5,1426.0,336,B81,U111,2,48.0,14.0,38.0,13.3
0.711927,0.831733,0.947422,7.5,7.85,14.72,28,26.2,1.5,1181.5,270,B81,U111,1,49.0,11.0,40.0,15.0
0.605214,0.68094,0.78297,7.3,7.53,22.0,162,7.3,2.7,576.6,651,B55,U111,2,36.0,18.0,46.0,25.1
0.880898,1.025524,1.119322,6.1,6.47,20.6,3,55.1,8.8,571.5,1085,C10,U420,1,11.0,31.0,58.0,117.5
0.655129,0.759796,0.862415,7.3,7.73,24.3,149,40.7,2.9,1354.2,325,E20,U410,4,15.0,44.0,42.0,31.3
0.519965,0.585273,0.704025,7.5,7.98,16.72,122,6.3,1.3,521.3,395,F40,U112,1,47.0,12.0,40.0,8.5
0.808668,0.931653,1.013737,7.0,7.22,22.1,28,8.8,5.1,1297.7,492,C10,U420,1,23.0,21.0,56.0,56.7
0.741971,0.855868,0.958321,7.2,7.53,22.1,1,50.3,1.2,1307.2,213,B42,U111,1,29.0,34.0,37.0,10.8
0.538897,0.635119,0.755532,7.3,7.7,29.9,252,7.1,2.0,266.9,128,C10,U120,1,31.0,11.0,57.0,22.0
0.648288,0.740936,0.846143,6.5,6.78,18.55,2,7.7,1.3,474.3,230,B74,U111,1,9.0,60.0,31.0,14.3
0.683978,0.771686,0.861315,7.0,7.27,33.4,33,129.3,2.0,1212.2,53,B75,U113,1,14.0,52.0,34.0,15.9
0.776323,0.92173,1.031731,7.1,7.29,54.4,41,80.6,7.2,304.9,1098,E20,U111,1,19.0,21.0,60.0,75.2
0.840138,0.99499,1.094971,6.9,7.02,63.6,28,11.0,7.6,249.8,1247,E20,U111,3,22.0,16.0,62.0,72.3
0.587441,0.694364,0.824356,7.3,7.69,27.1,192,7.1,2.3,336.6,163,C10,U120,1,31.0,9.0,60.0,25.6
0.894974,1.052958,1.146802,5.9,6.14,69.7,8,6.6,9.5,358.5,1130,C33,U420,2,10.0,26.0,64.0,115.8
0.594355,0.699293,0.801852,7.2,7.5,34.9,88,37.5,2.4,1097.2,205,B81,U111,1,25.0,29.0,45.0,25.9
0.581372,0.70253,0.856797,6.0,6.16,11.99,1,5.4,3.6,271.9,1307,E10,U111,2,19.0,28.0,53.0,37.8
0.752083,0.838811,0.925795,7.1,7.45,22.6,45,6.8,3.4,759.5,354,C23,U120,1,39.0,14.0,48.0,43.5
0.601896,0.725535,0.873085,5.5,5.7,36.1,1,7.1,2.9,175.4,1077,E30,U112,1,20.0,34.0,46.0,25.9
0.530921,0.60317,0.750864,7.5,8.0,15.06,248,0.0,1.3,248.7,1057,B12,U111,1,38.0,12.0,50.0,5.9
0.791736,0.930447,1.026212,6.2,6.3,83.1,3,16.8,6.8,511.0,1245,C10,U120,1,22.0,18.0,61.0,84.9
0.553936,0.680301,0.857436,5.6,5.88,18.92,1,6.3,3.3,333.1,1075,E10,U111,3,23.0,22.0,55.0,30.5
0.819733,0.986546,1.096431,5.8,5.91,110.2,1,26.0,8.9,1176.2,1208,C10,U120,1,18.0,22.0,60.0,107.0
0.683753,0.777666,0.88957,7.0,7.32,13.6,27,4.2,2.3,139.0,1279,E30,U112,4,26.0,21.0,53.0,16.8
0.714182,0.863903,0.970897,5.9,6.09,40.1,2,6.3,5.1,464.3,1437,C10,U120,3,19.0,28.0,53.0,58.1
0.88498,0.979404,1.054793,7.2,7.57,17.7,57,7.8,3.0,596.3,1119,B11,U111,1,49.0,18.0,33.0,22.7
0.623947,0.737166,0.875832,5.9,6.12,7.17,1,27.4,0.9,221.7,1079,E20,U420,1,17.0,54.0,29.0,10.4
0.813555,0.942855,1.026812,6.7,6.94,50.0,109,262.4,8.7,913.7,1256,E20,U111,2,13.0,40.0,47.0,101.4
0.757392,0.895826,1.001529,6.2,6.44,9.83,1,11.7,2.3,414.1,1138,E20,U420,1,18.0,51.0,30.0,21.8
0.618554,0.768618,0.913556,5.5,5.74,25.4,2,8.1,3.4,375.4,1237,C10,U120,1,32.0,21.0,48.0,45.7
0.721969,0.879831,1.007234,6.7,6.93,35.7,19,7.1,5.3,486.3,1332,C10,U120,2,16.0,27.0,58.0,74.5
0.549593,0.673913,0.826968,4.9,5.35,5.74,2,0.0,2.1,239.0,1281,C10,U120,1,35.0,18.0,47.0,26.1
0.6091,0.720794,0.844097,5.4,5.65,23.3,1,0.0,2.9,90.4,1114,D10,U111,1,23.0,29.0,48.0,29.5
0.598414,0.724948,0.880949,5.2,5.62,6.45,1,0.0,2.7,155.5,1319,D10,U111,1,28.0,21.0,51.0,26.7
0.648816,0.755858,0.913583,6.6,6.75,10.1,1,0.0,2.8,139.3,860,C10,U120,2,24.0,29.0,47.0,34.2
0.558083,0.625421,0.741388,7.4,8.01,16.94,163,4.9,1.6,521.1,349,E30,U111,2,42.0,22.0,36.0,11.7
0.734697,0.893265,1.017153,6.5,6.64,17.97,2,13.4,4.3,332.0,720,C10,U120,1,16.0,43.0,42.0,71.5
0.757227,0.91616,1.034188,7.4,7.79,28.2,222,9.3,3.2,511.3,54,B55,U111,1,32.0,28.0,41.0,29.0
0.718678,0.982503,1.135934,7.1,7.38,18.4,7,9.8,1.8,476.0,120,B81,U111,1,33.0,33.0,34.0,18.2
0.793303,0.927473,1.02997,6.4,6.52,60.7,1,16.3,4.4,533.9,535,C10,U120,2,18.0,31.0,51.0,48.2
0.677116,0.782196,0.882234,7.5,8.02,17.61,123,12.3,0.8,531.3,363,E30,U112,1,36.0,38.0,25.0,5.0
0.6643,0.845598,1.002011,6.4,6.54,11.41,3,26.4,1.9,558.5,202,B81,U111,2,32.0,33.0,36.0,19.8
0.680566,0.73949,0.815174,7.1,7.43,18.74,50,6.6,1.6,208.2,446,C10,U120,1,36.0,20.0,44.0,13.6
0.504614,0.607002,0.705524,7.5,7.78,28.0,591,98.5,1.6,154.2,1155,E20,U111,4,19.0,48.0,32.0,13.7
0.770309,0.883506,0.940835,7.1,7.24,150.2,472,35.0,7.8,356.8,1188,C10,U120,2,10.0,43.0,47.0,95.4
0.697331,0.826367,0.941131,6.3,6.77,41.0,3,8.1,2.7,391.5,1265,C10,U120,1,22.0,39.0,39.0,30.2
0.529722,0.622062,0.800655,7.3,7.86,14.37,109,0.0,0.7,528.7,460,E30,U362,2,22.0,42.0,36.0,2.3
0.447526,0.500352,0.57876,7.9,8.91,74.9,310,0.0,0.1,258.3,46,F20,U420,2,1.0,97.0,2.0,33.4
0.6849,0.776647,0.875169,7.4,7.71,17.0,84,32.0,2.4,221.7,500,B13,U111,2,42.0,16.0,42.0,29.2
1.012293,1.136781,1.195397,6.5,6.62,32.8,34,16.5,12.4,155.0,1321,E10,U420,4,7.0,54.0,39.0,135.0
0.502988,0.611688,0.793273,5.0,5.45,8.44,1,14.2,1.4,452.4,459,B81,U111,1,21.0,29.0,51.0,11.5
0.776242,0.885451,0.984521,6.8,6.97,69.5,7,11.2,6.6,853.8,228,C10,U120,3,23.0,20.0,57.0,71.4
0.861066,1.012743,1.106618,4.4,4.69,50.6,1,24.3,7.9,581.3,1553,C10,U120,1,8.0,59.0,33.0,111.7
0.63817,0.698349,0.760911,7.2,7.72,18.99,423,10.0,1.7,535.5,551,B37,U111,1,48.0,15.0,37.0,19.2
0.628264,0.730465,0.854822,7.4,7.75,17.26,123,9.4,1.2,408.9,881,B13,U111,1,32.0,35.0,33.0,7.9
0.540491,0.639694,0.804535,7.3,7.73,13.98,66,5.7,1.1,494.5,791,B11,U111,1,24.0,33.0,43.0,7.3
0.731243,0.830942,0.924788,7.2,7.36,32.7,130,16.8,5.9,344.9,1204,C10,U420,1,20.0,25.0,54.0,67.0
0.773274,0.870101,0.950156,6.7,6.85,28.1,3,15.6,5.6,260.0,1134,E20,U111,1,28.0,17.0,56.0,60.8
0.645597,0.75141,0.851387,7.0,7.15,24.5,341,12.7,5.5,165.1,1312,D10,U420,2,28.0,22.0,50.0,54.2
0.592331,0.679416,0.800174,7.1,7.24,64.4,228,55.0,4.8,377.7,1418,E20,U111,1,25.0,25.0,50.0,55.4
0.630341,0.723426,0.816907,6.9,7.05,24.2,172,33.0,5.8,794.0,1310,E20,U111,3,30.0,19.0,51.0,72.1
0.906971,1.048705,1.11959,6.4,6.57,46.1,18,44.1,13.4,236.9,1108,C10,U120,1,19.0,23.0,58.0,157.6
1.010703,1.152854,1.213467,6.3,6.5,33.2,3,21.8,13.7,289.3,1449,C10,U120,3,17.0,21.0,62.0,131.5
0.816778,0.967103,1.067513,6.8,6.95,22.1,28,12.1,7.0,145.1,1104,C10,U420,2,32.0,17.0,51.0,69.7
0.679456,0.796027,0.91387,6.8,6.92,54.7,8,6.5,6.2,498.4,1062,C33,U120,3,28.0,12.0,60.0,52.2
0.817291,0.975811,1.085326,7.1,7.35,34.2,57,18.5,8.9,347.9,660,E20,U111,3,26.0,16.0,58.0,78.9
0.705563,0.861824,1.007038,6.7,6.84,13.97,3,8.4,3.2,100.2,695,E10,U111,1,40.0,14.0,46.0,31.3
0.607654,0.694533,0.837693,7.5,7.66,124.0,114,5.5,1.2,184.9,358,B12,U111,1,57.0,9.0,35.0,7.8
0.354968,0.416115,0.525883,7.2,7.55,30.6,653,13.1,1.2,496.5,150,B55,U111,1,39.0,24.0,37.0,9.3
0.667041,0.809147,0.923158,7.1,7.35,57.4,56,36.6,5.4,867.0,1351,E10,U111,3,35.0,12.0,53.0,55.3
0.714702,0.816237,0.918526,6.7,6.84,21.0,3,18.3,5.3,613.6,1277,E20,U111,1,22.0,28.0,50.0,57.6
0.818547,0.956195,1.070699,6.6,6.79,7.99,2,8.1,3.9,158.6,1080,C10,U361,4,6.0,64.0,30.0,42.4
0.885379,1.017611,1.115397,6.4,6.58,10.06,1,12.1,2.5,288.9,1087,B73,U111,1,6.0,72.0,22.0,25.7
1.051872,1.166663,1.223173,5.3,5.8,4.39,1,5.6,3.9,105.2,1297,E20,U111,1,12.0,51.0,38.0,44.5
0.675499,0.834659,0.968994,5.2,5.57,7.02,0,4.9,2.3,199.0,1291,D10,U111,3,15.0,51.0,34.0,22.4
0.724099,0.916152,1.04147,5.3,5.62,16.9,1,8.5,4.4,235.7,1148,E20,U111,2,20.0,34.0,45.0,46.8
0.695759,0.834154,0.974017,5.6,5.88,10.54,1,0.0,2.9,417.6,1150,E20,U111,2,35.0,19.0,46.0,31.3
0.791486,0.94329,1.046824,5.7,5.97,8.29,1,7.3,3.0,274.7,1333,E30,U111,4,11.0,55.0,34.0,33.9
0.648716,0.792798,0.931976,6.6,6.89,11.15,4,6.1,2.2,268.7,1101,D10,U361,3,23.0,39.0,38.0,21.8
0.555708,0.636798,0.717815,7.3,7.74,19.47,574,50.8,2.0,414.2,378,B81,U111,1,38.0,23.0,38.0,21.4
0.760659,0.880338,0.963486,7.0,7.26,25.8,69,15.7,4.0,587.6,1103,C22,U120,1,27.0,26.0,46.0,57.7
0.714529,0.948712,1.09319,7.4,7.84,23.4,61,45.5,1.4,827.6,231,B76,U111,1,38.0,32.0,30.0,13.2
0.503698,0.605834,0.726059,7.5,8.03,20.2,712,23.2,1.1,226.9,53,B82,U111,1,25.0,40.0,35.0,6.4
0.494223,0.634848,0.813599,6.3,6.58,5.08,1,3.8,0.4,127.8,1255,C22,U120,2,4.0,79.0,18.0,5.3
0.556191,0.687683,0.859146,7.4,7.87,18.09,244,23.0,1.2,372.9,198,B82,U111,1,45.0,14.0,41.0,8.4
0.480092,0.620659,0.785118,5.1,5.59,7.51,1,7.9,1.2,253.4,1131,C22,U420,2,15.0,42.0,43.0,21.3
0.594611,0.735798,0.861155,5.4,5.82,7.67,1,33.9,3.1,273.6,1210,E20,U420,2,13.0,48.0,39.0,31.0
0.7024,0.861943,0.989534,5.6,6.01,8.56,1,33.2,2.6,331.2,1227,C22,U120,2,11.0,52.0,37.0,35.4
0.595672,0.73829,0.875453,5.3,5.65,8.56,2,7.3,1.2,181.6,1461,C22,U120,3,15.0,55.0,30.0,31.5
0.782037,0.951496,1.079798,4.8,5.06,47.3,1,8.4,7.2,558.9,871,C10,U120,1,21.0,20.0,59.0,85.7
0.704838,0.857767,0.985782,4.9,5.18,19.0,2,4.9,3.2,167.1,975,C10,U120,1,13.0,40.0,46.0,37.9
0.564448,0.652758,0.761981,6.9,7.42,27.5,141,12.1,2.2,577.9,84,E30,U111,1,18.0,41.0,41.0,21.1
0.75058,0.900566,1.010278,5.1,5.22,67.3,1,18.2,4.5,232.6,1779,C10,U120,1,16.0,31.0,54.0,74.1
0.75079,0.873756,1.006233,6.9,7.44,14.91,0,31.4,1.3,599.3,50,B81,U111,1,17.0,53.0,30.0,14.1
0.62586,0.730304,0.850109,5.5,5.88,10.54,1,10.8,1.2,136.2,1088,B81,U111,1,10.0,59.0,32.0,14.2
0.381191,0.471094,0.5994,6.4,6.69,8.21,1,5.3,0.4,127.3,1110,C22,U120,1,5.0,79.0,16.0,4.7
0.600901,0.721324,0.843859,6.2,6.33,7.63,1,16.8,0.8,86.4,71,B82,U410,3,7.0,69.0,24.0,9.3
0.666345,0.778975,0.878578,5.8,6.1,8.25,1,33.6,2.0,112.0,303,B76,U410,1,6.0,65.0,30.0,18.7
0.644799,0.78466,0.925097,5.1,5.54,9.57,1,8.8,1.3,172.3,372,F40,U112,1,15.0,45.0,40.0,10.8
0.584553,0.691975,0.818009,7.3,7.63,29.7,246,4.8,2.3,215.7,449,B81,U111,1,22.0,27.0,51.0,24.9
0.832837,0.961617,1.061579,6.7,7.02,8.02,1,34.7,1.2,64.3,149,B77,U111,1,6.0,83.0,11.0,11.8
0.607904,0.729247,0.874206,7.2,7.52,30.9,11,8.5,1.3,127.2,237,E30,U420,1,10.0,58.0,32.0,11.1
0.43537,0.491797,0.615738,7.5,7.99,19.03,308,0.0,0.9,237.1,244,B81,U111,1,37.0,15.0,49.0,4.9
0.909817,1.074419,1.157346,5.4,5.56,65.2,2,13.7,6.2,301.4,1127,C22,U420,1,8.0,48.0,45.0,86.9
0.525338,0.635891,0.734022,5.9,6.13,9.57,2,5.9,1.2,84.5,1139,C22,U120,1,7.0,62.0,30.0,22.4
0.603896,0.714704,0.874039,6.9,7.11,17.8,3,10.3,1.9,243.5,549,C10,U120,1,17.0,28.0,55.0,18.2
0.655374,0.813603,0.950963,5.2,5.51,32.1,1,8.9,3.7,201.2,1073,C10,U120,1,18.0,36.0,47.0,42.3
0.75936,0.916712,1.046492,5.4,5.72,36.9,1,6.1,5.5,468.3,839,C10,U120,1,20.0,19.0,61.0,65.0
0.481075,0.644231,0.837897,4.8,5.16,13.45,1,4.8,1.6,258.6,1288,C10,U120,1,14.0,42.0,44.0,15.2
0.606913,0.752041,0.907259,5.4,5.63,16.68,1,4.6,1.6,218.6,1157,D20,U420,2,8.0,64.0,28.0,17.7
0.545657,0.644922,0.778045,7.1,7.56,20.2,93,24.0,1.7,161.2,513,F20,U362,1,10.0,58.0,32.0,16.4
0.637387,0.799255,0.940161,4.9,5.31,10.04,1,13.3,2.4,205.0,1496,C10,U120,1,9.0,60.0,31.0,42.5
0.846211,1.020787,1.124836,5.5,5.74,49.4,1,16.6,7.1,411.5,179,C10,U420,3,12.0,34.0,54.0,84.3
0.627019,0.769411,0.917103,4.8,5.17,20.0,1,15.8,2.5,477.8,813,E20,U420,1,18.0,37.0,45.0,23.4
0.626176,0.779026,0.942723,4.7,5.07,14.29,0,0.0,1.5,196.2,1243,C22,U120,3,13.0,54.0,33.0,20.9
0.495561,0.63688,0.803885,4.6,4.92,14.04,0,5.6,1.2,168.0,1419,C22,U420,3,13.0,55.0,33.0,10.7
0.658958,0.792641,0.918772,5.3,5.7,13.84,0,18.6,1.2,167.2,1072,C22,U120,1,6.0,75.0,18.0,18.0
0.590198,0.741274,0.892495,4.9,5.23,15.88,0,12.1,2.2,203.3,1322,C22,U120,1,17.0,42.0,41.0,20.5
0.620228,0.759188,0.90215,5.2,5.52,22.0,0,24.0,2.5,414.7,1347,B12,U111,4,23.0,28.0,49.0,22.6
0.639007,0.785359,0.917558,4.9,5.14,38.8,0,19.7,2.2,337.6,1450,C22,U420,1,12.0,53.0,36.0,35.6
0.762442,0.901566,1.002177,5.5,5.77,39.8,1,22.3,3.1,246.3,1326,C32,U120,4,11.0,50.0,39.0,47.4
